code,category,series,title,raw_id
C,과정평가형자격,기사,사무자동화산업기사,C_사무자동화산업기사
C,과정평가형자격,기사,잠수산업기사,C_잠수산업기사
C,과정평가형자격,기사,자연생태복원산업기사,C_자연생태복원산업기사
C,과정평가형자격,기사,식물보호산업기사,C_식물보호산업기사
C,과정평가형자격,기사,수질환경산업기사,C_수질환경산업기사
C,과정평가형자격,기사,의공산업기사,C_의공산업기사
C,과정평가형자격,기사,한식조리산업기사,C_한식조리산업기사
C,과정평가형자격,기사,일식조리산업기사,C_일식조리산업기사
C,과정평가형자격,기사,복어조리산업기사,C_복어조리산업기사
C,과정평가형자격,기능사,건설재료시험기능사,C_건설재료시험기능사
C,과정평가형자격,기능사,에너지관리기능사,C_에너지관리기능사
C,과정평가형자격,기능사,유기농업기능사,C_유기농업기능사
C,과정평가형자격,기능사,의료전자기능사,C_의료전자기능사
C,과정평가형자격,기능사,수산양식기능사,C_수산양식기능사
C,과정평가형자격,기능사,위험물기능사,C_위험물기능사
C,과정평가형자격,기능사,사진기능사,C_사진기능사
C,과정평가형자격,기능사,잠수기능사,C_잠수기능사
C,과정평가형자격,기능사,환경기능사,C_환경기능사
C,과정평가형자격,기능사,산림기능사,C_산림기능사
C,과정평가형자격,기능사,항공장비정비기능사,C_항공장비정비기능사
C,과정평가형자격,기사,전산회계운용사2급,C_전산회계운용사2급
C,과정평가형자격,기사,사회조사분석사2급,C_사회조사분석사2급
C,과정평가형자격,기사,가구제작산업기사,C_가구제작산업기사
C,과정평가형자격,기사,산업안전산업기사,C_산업안전산업기사
C,과정평가형자격,기사,직업상담사1급,C_직업상담사1급
C,과정평가형자격,기사,설비보전기사,C_설비보전기사
C,과정평가형자격,기사,일반기계기사,C_일반기계기사
C,과정평가형자격,기능사,지게차운전기능사,C_지게차운전기능사
C,과정평가형자격,기능사,항공기관정비기능사,C_항공기관정비기능사
C,과정평가형자격,기능사,표면처리기능사,C_표면처리기능사
C,과정평가형자격,기사,패션머천다이징산업기사,C_패션머천다이징산업기사
C,과정평가형자격,기능사,도자공예기능사,C_도자공예기능사
C,과정평가형자격,기사,주조산업기사,C_주조산업기사
C,과정평가형자격,기능사,배관기능사,C_배관기능사
C,과정평가형자격,기능사,전산회계운용사3급,C_전산회계운용사3급
C,과정평가형자격,기사,패션디자인산업기사,C_패션디자인산업기사
C,과정평가형자격,기사,표면처리산업기사,C_표면처리산업기사
C,과정평가형자격,기사,용접기사,C_용접기사
